id,dist_to_sagrada_familia_km,dist_to_casa_mila_km,dist_to_casa_batllo_km,dist_to_parc_guell_km,dist_to_la_rambla_km,dist_to_montjuic_km
1116461632180718154,3.64,2.67,2.25,4.91,1.27,1.44
1116502691000166722,2.55,2.25,1.8,4.4,0.75,3.13
1110607562262991950,2.5,2.03,1.56,4.23,0.41,2.88
1110613955224543504,2.56,2.08,1.62,4.29,0.44,2.84
1120919795546896566,2.47,1.72,2.16,1.35,3.38,4.53
1120928859797530137,1.53,0.7,0.26,2.92,1.08,3.29
1120935402579099792,1.96,1.84,1.43,3.88,0.86,3.48
1120937339868733481,1.35,0.72,0.38,2.86,1.17,3.48
1120945443959554816,1.52,0.85,0.42,3.03,0.99,3.32
1120953328226318330,1.47,0.83,0.42,3.0,1.03,3.36
1116530629861248933,0.3,1.23,1.31,2.37,2.13,4.55
1116568731185040547,0.94,2.15,2.41,1.86,3.37,5.71
1116579745604109191,0.82,2.04,2.29,1.88,3.25,5.59
1116583247130398038,0.82,2.05,2.3,1.9,3.25,5.6
1116586357478865082,2.57,2.11,1.64,4.31,0.47,2.86
1116587140229180259,1.13,2.52,2.66,2.6,3.39,5.9
1116608345692467551,2.11,3.4,3.64,2.65,4.49,6.93
1116612488281729636,2.22,3.46,3.73,2.54,4.63,7.02
1116613227686575693,2.57,1.59,1.15,3.85,0.55,2.28
1120956083507369787,3.1,2.96,2.52,5.06,1.42,3.44
1120962733649439908,1.5,0.41,0.06,2.67,1.33,3.35
1120979223210420519,2.26,3.42,3.31,4.26,3.39,6.02
1120987297125645163,2.12,0.78,0.63,2.9,1.41,2.85
1116642533191974191,0.89,0.77,0.7,2.57,1.58,3.93
1116644368185138560,3.17,2.82,3.29,1.15,4.54,5.71
1116660206148773926,1.39,0.61,0.25,2.79,1.21,3.42
1116668586336672861,1.56,0.79,0.35,3.01,0.99,3.26
1116689403256135379,3.35,2.44,2.82,2.03,3.93,4.58
1116755523802398325,3.08,3.06,2.63,5.1,1.62,3.72
1116768932468303042,2.83,1.95,1.5,4.22,0.48,2.16
1116806175504090340,3.04,2.96,2.52,5.03,1.48,3.57
1116867880669400696,1.28,0.42,0.89,1.84,2.16,3.99
1120990719006270551,2.21,1.3,0.84,3.57,0.51,2.64
1120992189140743170,0.73,1.18,1.09,2.74,1.72,4.22
1120998388254510774,2.05,3.38,3.38,3.79,3.73,6.36
1121010995052795859,0.79,1.19,1.08,2.79,1.68,4.18
1121014874140929628,1.88,2.89,2.74,4.01,2.76,5.39
1121050099026072334,3.67,2.44,2.14,4.52,1.69,1.17
1121070264646117685,1.41,2.78,2.95,2.63,3.7,6.2
1121204526689052395,2.87,2.16,1.69,4.42,0.44,2.36
1121475986100360045,1.04,0.76,1.18,1.58,2.42,4.36
1116884374637206654,3.58,2.53,2.13,4.74,1.29,1.35
1117044813242677570,1.57,0.86,1.33,1.46,2.6,4.23
1117105865284699328,3.58,2.38,2.06,4.49,1.55,1.24
1117122927000017665,2.35,1.27,0.86,3.52,0.76,2.47
1117147738630150054,1.7,1.3,1.78,1.01,3.05,4.66
1117256445719907637,0.99,1.37,1.76,1.2,2.95,4.98
1117298757372120376,2.73,2.01,1.54,4.27,0.3,2.41
1117301704681830293,1.95,1.59,1.15,3.73,0.59,3.22
1117301718398308228,1.73,1.45,1.04,3.54,0.78,3.4
1117315359757028872,0.36,1.74,1.86,2.35,2.65,5.11
1121587115426477758,1.16,0.47,0.38,2.53,1.48,3.67
1121596268916414275,2.67,2.22,1.75,4.42,0.56,2.85
1121602208095814970,2.24,3.34,3.21,4.29,3.23,5.86
1121602345668554110,2.24,3.34,3.21,4.29,3.23,5.86
1121641524404730373,3.54,2.51,2.11,4.73,1.25,1.4
1121646333340353852,3.64,2.62,2.22,4.85,1.31,1.35
1121651160529312973,2.63,1.24,1.32,2.83,2.08,2.85
1121657891567580397,3.2,1.81,1.73,3.53,2.07,2.19
1117325254385170341,1.55,0.75,0.31,2.97,1.03,3.27
1117325602789781953,0.46,1.84,2.0,2.24,2.83,5.26
1117332281221760223,0.43,1.82,1.97,2.27,2.79,5.23
1117332361578466523,1.51,0.83,0.41,3.01,1.0,3.32
1117346278562771218,1.4,0.61,0.24,2.8,1.2,3.42
1117374983216455479,2.3,2.14,1.71,4.22,0.87,3.39
1117378386206952954,2.31,2.16,1.73,4.23,0.88,3.39
1117382279232385923,2.34,2.13,1.7,4.23,0.81,3.31
1117386553670476442,2.28,2.05,1.61,4.16,0.73,3.28
1117388469970170821,2.31,2.09,1.65,4.2,0.76,3.29
1117395570512052867,3.26,1.96,1.72,3.95,1.63,1.71
1117463083966308945,2.83,2.7,2.26,4.79,1.23,3.43
1121662054327222102,3.35,2.41,1.98,4.66,0.99,1.69
1121686265259402118,1.68,0.29,0.55,2.35,1.76,3.42
1121698382864183052,2.05,3.38,3.38,3.79,3.73,6.36
1121714028062316053,2.24,3.34,3.21,4.29,3.23,5.86
1117526006802069103,3.58,2.44,2.08,4.6,1.45,1.24
1117555538938975588,0.6,1.82,1.84,2.74,2.43,4.97
1117561076128765095,3.24,1.86,1.92,3.22,2.52,2.66
1117845348660925710,1.54,0.85,0.42,3.04,0.97,3.29
1117853472032877484,1.55,0.76,0.32,2.98,1.02,3.28
1117863893988265555,1.55,0.83,0.39,3.03,0.98,3.28
1117870468049269184,1.41,0.63,0.26,2.82,1.18,3.41
1117880690118527638,1.31,0.71,0.39,2.82,1.21,3.52
1117906729276829534,2.02,1.39,1.85,1.16,3.11,4.52
1117946104456639578,1.45,1.07,0.69,3.15,0.98,3.47
1121806518495909736,2.16,3.54,3.6,3.62,4.09,6.7
1121935266994554355,2.43,1.84,2.3,1.08,3.54,4.79
1121939066098440930,2.28,1.57,1.1,3.82,0.17,2.72
1121940494221317956,2.42,1.69,1.22,3.95,0.08,2.61
1121951931023912797,2.65,1.69,1.25,3.95,0.53,2.22
1121956516488061556,2.65,2.1,1.63,4.33,0.39,2.7
1117992285527802259,0.81,2.17,2.35,2.26,3.18,5.62
1117994273207544777,1.31,0.73,0.41,2.84,1.19,3.51
1117997194033662085,0.81,2.17,2.35,2.26,3.18,5.62
1118003821051236491,4.17,3.09,3.4,2.96,4.35,4.44
1118014954762604260,0.17,1.28,1.4,2.27,2.26,4.66
1118031013798009760,0.81,2.17,2.35,2.26,3.18,5.62
1118033533755410094,0.81,2.17,2.35,2.26,3.18,5.62
1118036465845477181,0.81,2.17,2.35,2.26,3.18,5.62
1118050701862951281,3.33,4.53,4.42,5.21,4.41,7.01
1118107021628688952,3.02,2.94,2.5,5.01,1.45,3.55
1121966976480428937,2.53,3.7,3.59,4.51,3.63,6.26
1122163637569360977,0.32,1.2,1.27,2.37,2.11,4.52
1122198596805148907,2.59,3.86,4.11,2.92,4.97,7.4
1122211331745188878,2.61,2.61,2.19,4.62,1.31,3.67
1122218714576767608,2.8,2.34,1.88,4.55,0.66,2.82
1122227226890345475,2.6,2.29,1.84,4.45,0.76,3.11
1122232768444528531,2.55,2.18,1.72,4.35,0.61,3.01
1122236235781903409,1.97,0.58,0.63,2.6,1.65,3.12
1118189788698830985,1.46,0.63,1.11,1.67,2.37,4.07
1118225943283710277,2.79,2.74,2.31,4.79,1.34,3.59
1118522947220795858,2.19,2.21,1.81,4.2,1.13,3.67
1118748321068363743,2.12,1.3,0.83,3.56,0.45,2.76
1118874566986924566,2.45,1.53,1.08,3.8,0.42,2.43
1118899405297276462,1.9,2.39,2.82,0.65,4.02,5.94
1118928926492369620,3.05,1.66,1.71,3.13,2.32,2.64
1119293730710917108,1.14,0.81,1.25,1.49,2.51,4.39
1119374742534310472,3.31,2.23,1.84,4.44,1.13,1.54
1119449316482640786,2.7,2.24,2.7,0.97,3.95,5.17
1119486513247730727,2.39,1.01,0.94,2.96,1.62,2.71
1122240524365750170,3.02,3.02,2.59,5.05,1.61,3.74
1122248096791933295,2.37,2.02,1.56,4.18,0.57,3.09
1122252357011423868,2.59,2.27,1.82,4.43,0.73,3.08
1122284488628445995,2.83,1.92,1.47,4.18,0.52,2.12
1122291526938036265,0.6,1.81,2.06,1.86,3.02,5.36
1122319313994509693,1.61,1.27,0.86,3.37,0.83,3.4
1122332268376308044,2.33,2.04,1.59,4.17,0.66,3.19
1122349616272593303,2.13,2.0,1.59,4.06,0.87,3.46
1122375726027934449,4.88,6.1,6.38,4.71,7.26,9.68
1122389258971072701,3.48,2.11,1.98,3.87,2.13,1.87
1122396477498667295,3.46,2.08,1.97,3.82,2.15,1.92
1122401128137466309,2.21,1.5,1.96,1.25,3.2,4.49
1122405002770384749,2.21,1.5,1.96,1.25,3.2,4.49
1122421025239266884,4.88,6.1,6.38,4.71,7.26,9.68
1122428534044284693,2.31,3.48,3.38,4.29,3.47,6.1
1119520210173258067,1.12,0.8,1.23,1.51,2.48,4.38
1119566349245457667,1.17,1.58,1.35,3.25,1.54,4.16
1119644407620781659,2.02,2.92,2.72,4.18,2.63,5.24
1119722188673282521,1.76,2.74,2.59,3.89,2.63,5.27
1119728144460631399,1.91,2.91,2.76,4.04,2.77,5.4
1120003192986327248,0.96,1.05,1.45,1.39,2.67,4.66
1120062206096650786,2.26,0.94,1.18,2.35,2.21,3.31
1120142834287175685,2.82,2.09,2.53,1.42,3.73,4.75
1120180465896020502,2.92,2.24,2.68,1.41,3.88,4.88
1120246413792546112,1.08,1.85,2.21,1.23,3.34,5.47
1122433507313432298,3.02,2.08,1.65,4.34,0.69,1.95
1122435119032372090,2.84,1.88,1.44,4.13,0.61,2.06
1122437546537758245,2.79,1.85,1.41,4.11,0.54,2.13
1122445401460653566,3.38,4.59,4.49,5.23,4.51,7.11
1120724920813262583,2.78,1.93,1.47,4.2,0.42,2.22
1120749031273349055,2.73,1.93,1.47,4.2,0.32,2.33
1120762978032268785,1.52,1.48,1.13,3.44,1.06,3.68
1120771371243360273,3.01,2.99,2.56,5.03,1.56,3.69
1120779458735617135,1.97,1.43,0.97,3.63,0.47,3.06
1120791125729506189,2.89,2.97,2.56,4.95,1.65,3.88
1120812679811839821,1.04,0.95,1.37,1.42,2.6,4.55
1120828684466724115,1.66,1.72,1.37,3.65,1.12,3.76
1120885291695153805,3.35,2.09,1.81,4.13,1.58,1.54
1122455509306424632,3.12,1.88,1.58,3.97,1.36,1.74
1122480480214479601,2.84,3.77,4.14,2.09,5.23,7.38
1122487277394160059,1.79,1.41,0.98,3.54,0.68,3.29
1122529962440702546,3.63,2.27,2.11,4.06,2.16,1.68
1122591413833240091,2.99,2.09,1.65,4.35,0.63,2.01
1122612003291314327,2.2,1.99,1.56,4.09,0.76,3.33
1122967180868199552,1.76,1.65,2.12,0.62,3.38,5.06
1120886246625172653,1.48,0.84,0.43,3.01,1.01,3.36
1120897830824568921,3.35,2.09,1.81,4.13,1.58,1.54
1120911441618100743,2.66,1.83,2.25,1.55,3.43,4.44
1126505341820380133,3.73,2.53,2.21,4.63,1.67,1.09
1126529589181335451,2.08,3.42,3.43,3.79,3.8,6.43
1126587041084161299,3.68,4.97,4.92,5.36,5.04,7.67
1126597168338373271,1.68,2.58,2.4,3.85,2.4,5.04
1126613779447054663,2.22,1.76,2.23,0.87,3.49,4.88
1126622933109672202,1.96,1.89,1.49,3.91,0.93,3.55
1126623551232002201,4.43,3.09,3.19,3.95,3.73,3.06
1123031725382056315,1.83,0.98,1.44,1.52,2.68,4.14
1123059622054575641,0.79,0.61,0.88,2.03,2.03,4.17
1123087027869110311,2.57,2.37,2.85,0.55,4.11,5.53
1123114806323837371,3.92,4.33,4.78,2.07,6.03,7.7
1123157476967811220,2.18,1.94,1.5,4.05,0.7,3.29
1126651727656366737,0.45,1.48,1.49,2.62,2.15,4.66
1126652198831111656,0.58,1.56,1.54,2.75,2.12,4.66
1126652732077041508,0.57,1.56,1.53,2.75,2.12,4.65
1126661637688071846,1.57,1.98,1.7,3.69,1.56,4.2
1126676520690655752,1.72,1.92,1.59,3.78,1.29,3.93
1123258583937880952,1.78,2.75,2.6,3.92,2.62,5.26
1123287317889295014,1.74,2.79,2.66,3.85,2.76,5.4
1123293880228616603,2.67,3.85,3.74,4.62,3.78,6.4
1123386407470967741,3.35,1.96,1.9,3.61,2.23,2.16
1123669483735273588,1.42,0.63,0.25,2.83,1.18,3.4
1123697910199765642,1.75,1.65,2.12,0.62,3.38,5.07
1123719251801682234,3.32,2.0,1.78,3.96,1.72,1.7
1123720372580682957,0.82,1.13,1.01,2.77,1.63,4.11
1123750964586101739,3.34,2.18,1.83,4.34,1.29,1.48
1123760311510238252,3.29,2.13,1.78,4.29,1.26,1.53
1123920049622046314,2.33,2.1,1.66,4.21,0.75,3.27
1126679016420435899,1.63,2.02,1.73,3.75,1.54,4.18
1126681184686914848,1.64,2.01,1.72,3.75,1.52,4.15
1126718931730263952,1.86,1.53,1.1,3.65,0.66,3.29
1126721178812004075,1.86,1.53,1.1,3.65,0.66,3.29
1126722786496006936,1.86,1.53,1.1,3.65,0.66,3.29
1126728563196095442,1.86,1.53,1.1,3.65,0.66,3.29
1126729678459084195,1.86,1.53,1.1,3.65,0.66,3.29
1126738667999960064,3.43,2.38,1.98,4.59,1.18,1.46
1126753365961535169,1.86,1.53,1.1,3.65,0.66,3.29
1126777771778390296,1.61,0.9,1.37,1.44,2.64,4.24
1123969702862184803,3.09,3.05,2.61,5.1,1.58,3.65
1123985868053752856,4.48,5.71,5.99,4.38,6.86,9.28
1124626480855418573,1.72,2.77,2.64,3.83,2.75,5.39
1124695369220574367,3.76,5.01,5.27,3.81,6.13,8.57
1124719686852446488,4.39,3.0,3.02,4.2,3.36,2.46
1124767085698277318,3.0,4.34,4.34,4.58,4.63,7.27
1124780878741008556,2.55,2.08,1.61,4.29,0.43,2.85
1125108232548735004,2.62,1.64,1.21,3.9,0.54,2.25
1126780241184009158,1.55,0.85,1.32,1.47,2.59,4.23
1126783017930689104,1.58,0.86,1.33,1.47,2.6,4.22
1126785887870128903,1.73,0.97,1.43,1.45,2.69,4.22
1126793253524654310,1.74,0.98,1.44,1.44,2.7,4.23
1126795319030613569,1.65,0.7,1.16,1.7,2.41,3.98
1126798235728845250,1.54,0.85,1.32,1.46,2.59,4.24
1126815571264341828,2.32,1.48,1.02,3.75,0.32,2.59
1126825957808998545,2.65,2.28,1.81,4.46,0.67,2.98
1126828264732561531,1.51,2.21,2.6,1.0,3.76,5.82
1126930449466141103,1.45,0.81,0.41,2.97,1.05,3.38
1125183143004218579,3.7,5.07,5.08,5.12,5.38,8.02
1125269276064219428,4.4,3.02,2.9,4.62,2.91,1.6
1125369078779724118,1.84,1.23,0.78,3.44,0.6,3.1
1125371114535424330,4.28,2.91,2.77,4.59,2.73,1.48
1125449130433329744,5.31,6.5,6.8,4.98,7.72,10.09
1125499106752523041,0.96,0.76,1.16,1.63,2.39,4.37
1125549774682075122,0.82,0.79,1.15,1.71,2.34,4.41
1125795606850997346,3.39,2.35,1.95,4.57,1.12,1.52
1125833734789535819,2.48,1.09,1.14,2.81,1.93,2.85
1125850261457634035,2.81,1.99,2.4,1.58,3.58,4.54
1125877008478083085,2.67,1.85,2.27,1.52,3.46,4.48
1125885689043697698,2.82,2.0,2.42,1.57,3.6,4.56
1125887691696444397,1.66,2.97,3.19,2.45,4.04,6.48
1125890789656093306,2.64,1.91,2.35,1.36,3.56,4.65
1126930807065360528,3.49,2.43,2.04,4.63,1.25,1.39
1126950099124126566,3.21,1.82,1.84,3.31,2.37,2.5
1126954205151761509,2.09,1.91,1.49,3.98,0.79,3.4
1127262119792865974,0.83,0.8,0.76,2.54,1.64,4.0
1127267817364109513,0.54,1.31,1.28,2.64,1.96,4.45
1127268250434456820,2.39,3.31,3.11,4.52,2.94,5.53
1127272291749556308,2.59,2.18,1.71,4.37,0.57,2.93
1127274345819415668,2.72,1.46,1.71,2.41,2.68,3.41
1127289700749209351,0.62,0.78,0.94,2.19,1.97,4.23
1127345809803113130,3.82,4.93,5.26,3.39,6.25,8.55
1125894543244779299,2.75,1.92,2.33,1.58,3.51,4.49
1125902478220039261,1.52,2.02,2.44,0.77,3.63,5.61
1125913729546389844,0.99,1.43,1.82,1.2,3.0,5.04
1127359317810560748,0.53,1.68,1.69,2.7,2.3,4.84
1127404503506570132,0.41,1.59,1.63,2.58,2.3,4.81
1127427617754429672,3.79,2.41,2.28,4.13,2.36,1.7
1127467824016941933,1.41,0.74,1.21,1.54,2.48,4.2
1127539542771411262,3.49,2.42,2.03,4.63,1.24,1.4
1127591939954185167,5.16,3.77,3.69,5.19,3.71,1.98
1127605771207202913,2.25,3.4,3.7,2.24,4.68,7.0
1125955652813692522,2.25,1.8,1.33,3.99,0.37,2.99
1125990858201338380,1.19,1.63,1.41,3.28,1.58,4.2
1126008217311712283,2.73,2.74,2.32,4.75,1.41,3.7
1126060835314782206,0.38,1.26,1.52,1.81,2.57,4.82
1126065377023289896,2.18,3.56,3.71,3.21,4.39,6.94
1126080734586861394,0.43,1.16,1.43,1.81,2.49,4.73
1126086740123232658,1.91,1.48,1.03,3.64,0.55,3.17
1126145754796312886,1.63,1.68,2.14,0.61,3.39,5.17
1126185282036110398,2.82,2.22,1.75,4.47,0.48,2.55
1128000517688916216,1.63,1.33,0.93,3.42,0.83,3.41
1128011396218495482,2.82,1.59,1.28,3.73,1.17,2.03
1128048530590014975,1.91,1.07,1.52,1.49,2.76,4.18
1128103335489546772,3.3,2.02,1.76,4.05,1.59,1.62
1128288268563550082,2.21,2.16,1.75,4.18,1.02,3.56
1128311322352534020,4.17,2.84,2.63,4.68,2.43,1.15
1128462878202858671,1.82,3.08,3.04,3.72,3.33,5.97
1128493901410082344,2.78,2.36,1.9,4.56,0.7,2.88
1128500298826575582,1.89,1.63,1.21,3.72,0.72,3.36
1130406849152495697,1.4,2.7,2.71,3.3,3.13,5.74
1130442737493706257,0.62,1.54,1.5,2.78,2.06,4.6
1130449807581928596,2.65,1.92,1.45,4.18,0.23,2.44
1130524459802718173,2.94,1.59,1.73,2.83,2.51,2.99
1130543415860958397,1.24,2.6,2.78,2.48,3.56,6.04
1130548358524890275,1.82,0.64,0.28,2.9,1.18,3.03
1130617349242016311,2.47,3.27,3.02,4.64,2.73,5.28
1130618702611743079,2.3,3.12,2.89,4.47,2.66,5.24
1128581032044277155,1.78,1.56,1.16,3.63,0.8,3.43
1128603764754655446,2.2,1.89,1.45,4.03,0.6,3.19
1128636608637299811,2.05,1.78,1.35,3.89,0.67,3.3
1128664879228785561,3.28,2.0,1.74,4.02,1.6,1.65
1128678828827344321,3.23,1.92,1.69,3.91,1.63,1.75
1128686099621755790,0.1,1.3,1.44,2.19,2.34,4.72
1128702335103531878,3.22,1.92,1.68,3.92,1.6,1.74
1128707908793915978,3.57,2.78,2.33,5.05,1.14,1.91
1128709638364823563,4.07,5.34,5.26,5.77,5.32,7.93
1128710150341037800,3.37,2.08,1.82,4.1,1.64,1.56
1128715863833246863,2.84,1.45,1.49,3.01,2.15,2.7
1130619859600514992,2.27,3.14,2.92,4.43,2.73,5.32
1130820672136222298,2.95,4.29,4.28,4.55,4.56,7.2
1130848541079746656,1.97,2.53,2.95,0.77,4.15,6.1
1130853273215141073,3.02,2.01,1.59,4.25,0.79,1.87
1130901352944602712,2.17,0.94,0.63,3.14,1.12,2.69
1130922212538579395,2.74,3.15,3.6,0.96,4.83,6.61
1130939047460105371,1.7,3.09,3.19,3.14,3.78,6.36
1130951878445034714,2.14,2.12,1.71,4.13,1.04,3.6
1130965021217076415,2.61,1.22,1.27,2.87,2.02,2.8
1130972174658042876,2.62,1.23,1.24,2.94,1.94,2.72
1128725997831253761,2.89,1.5,1.52,3.09,2.15,2.63
1128731651218940590,2.92,1.53,1.5,3.23,2.02,2.47
1128733646146932068,2.78,4.17,4.28,3.89,4.85,7.44
1128734301844164548,2.56,1.18,1.26,2.8,2.05,2.88
1128748256363485290,3.05,2.96,2.52,5.04,1.47,3.54
1128749157139423981,2.5,1.12,1.06,3.01,1.71,2.66
1128751869892263324,2.42,2.02,1.56,4.2,0.49,3.0
1128756184205812628,2.74,1.35,1.36,3.02,2.0,2.65
1128760636512074067,1.84,1.24,0.78,3.44,0.6,3.1
1128762874708333087,2.63,1.25,1.32,2.84,2.08,2.84
1128767704269258188,2.69,1.29,1.27,3.06,1.89,2.61
1130972593917618398,1.72,2.49,2.28,3.89,2.21,4.84
1130974024927177891,2.51,1.12,1.17,2.81,1.96,2.85
1130980947602614852,1.94,1.82,1.42,3.86,0.87,3.5
1130988912200433055,2.12,2.1,1.69,4.1,1.03,3.6
1131021141139935057,0.66,1.3,1.63,1.53,2.75,4.91
1131066446759448435,2.36,3.38,3.22,4.46,3.14,5.75
1131083001701443023,1.26,2.63,2.8,2.51,3.58,6.06
1131098451784260609,0.35,1.31,1.35,2.47,2.12,4.57
1131108754275087432,2.5,3.73,3.65,4.4,3.77,6.41
1131114507914224963,3.08,2.53,2.98,1.31,4.2,5.25
1131145977246090252,3.34,2.08,1.8,4.12,1.57,1.55
1131157591048193921,3.63,2.63,2.22,4.86,1.28,1.39
1131175520254800452,2.23,2.07,1.65,4.15,0.85,3.4
1131201940965146315,3.52,2.14,2.04,3.83,2.25,1.95
1131220491231833331,2.51,3.82,4.04,3.06,4.85,7.32
1131228137515134199,2.46,1.96,1.49,4.17,0.34,2.85
1131233938662298483,2.62,2.16,1.69,4.37,0.51,2.85
1131262595965281262,3.49,2.31,2.58,2.69,3.5,3.77
1131295027244055765,1.6,1.65,1.31,3.58,1.12,3.76
1131366846438745248,2.74,1.92,1.46,4.19,0.36,2.28
1131441952927307456,3.16,2.14,1.73,4.38,0.92,1.73
1131603510592730219,2.75,2.79,2.37,4.79,1.46,3.75
1131637404616341082,2.89,1.97,2.36,1.79,3.5,4.35
1131660995155794302,2.68,1.9,2.33,1.45,3.53,4.57
1128768889094415012,2.19,1.43,1.88,1.33,3.11,4.39
1128770863630383980,2.74,1.34,1.36,3.01,2.01,2.67
1128788808393917668,6.16,4.87,4.61,6.7,4.09,1.46
1128820893076560909,1.49,1.26,0.9,3.3,0.97,3.54
1128849051280522329,2.27,0.91,1.1,2.48,2.08,3.18
1128857685509942244,2.18,0.84,1.07,2.36,2.12,3.3
1128874487738341793,1.52,1.45,1.1,3.42,1.04,3.66
1128878757268693689,2.16,3.55,3.64,3.48,4.2,6.79
1129063433818017911,2.69,2.66,2.23,4.69,1.3,3.61
1129119906055989253,1.64,0.45,0.13,2.72,1.31,3.23
1129146530701912844,1.62,0.55,0.09,2.81,1.2,3.22
1131661890888686170,2.69,1.92,2.35,1.44,3.55,4.59
1131714542226169480,2.67,2.65,2.23,4.68,1.32,3.64
1131783269787009025,2.07,1.27,1.71,1.4,2.95,4.28
1131794732635252191,4.1,2.78,2.55,4.69,2.29,1.05
1129166384138037963,4.26,2.87,2.9,4.06,3.28,2.51
1129516708696524193,3.46,2.35,1.98,4.54,1.28,1.39
1129523818943346945,2.96,4.3,4.3,4.55,4.58,7.22
1129555628915578083,3.32,2.53,2.07,4.8,0.89,2.01
1129638000728289756,1.49,1.0,1.47,1.28,2.74,4.43
1129684980499837062,2.25,2.05,1.62,4.15,0.78,3.33
1129691630903789789,1.61,0.69,1.15,1.68,2.41,4.01
1129700146586139406,0.23,1.28,1.37,2.34,2.21,4.62
1129711258931550628,1.7,0.64,0.19,2.91,1.1,3.13
1129716431144243512,1.66,0.43,0.17,2.7,1.34,3.22
1131808915203604431,2.67,1.8,2.21,1.61,3.38,4.37
1131817430120833094,2.56,1.77,2.21,1.42,3.41,4.5
1131848141076406172,0.82,0.78,1.15,1.71,2.34,4.4
1132029285436080579,2.54,1.67,2.09,1.56,3.27,4.33
1132035654706620571,2.67,1.86,2.28,1.52,3.47,4.48
1132044365202192996,2.53,1.67,2.09,1.55,3.28,4.34
1132319817951800854,2.71,3.83,3.7,4.7,3.68,6.29
1132326772785663006,2.33,3.58,3.84,2.63,4.74,7.14
1132367457726944888,2.08,3.28,3.56,2.31,4.51,6.86
1129727758958884546,2.34,1.39,0.94,3.66,0.5,2.52
1129732380816905645,5.93,7.05,7.38,5.36,8.35,10.66
1129776442884443661,1.01,2.08,2.38,1.61,3.41,5.67
1129782733738808795,2.31,2.87,3.3,0.91,4.5,6.41
1129857866942668654,1.69,1.64,1.26,3.63,0.98,3.62
1129874391336009150,2.35,0.98,0.89,2.97,1.56,2.71
1130145677098700485,2.3,1.28,0.85,3.55,0.64,2.53
1130168607037229343,1.98,1.02,0.56,3.29,0.74,2.85
1130190426527396305,1.59,1.3,0.91,3.38,0.87,3.45
1130238216889048839,1.8,0.62,0.25,2.88,1.18,3.05
1130242781601206098,1.72,0.62,0.19,2.89,1.14,3.11
1132389288132778403,3.41,2.11,1.87,4.1,1.71,1.56
1132395140006247304,3.54,2.27,2.0,4.3,1.71,1.36
1130249250882013309,2.28,3.13,2.91,4.45,2.71,5.29
1130254966983323880,2.88,1.7,1.35,3.87,1.06,1.95
1130255044282397933,2.9,1.71,1.37,3.88,1.09,1.93
1130255062127915342,3.09,1.93,1.58,4.09,1.15,1.72
1130257140490578061,4.05,3.81,4.28,1.89,5.53,6.62
1130328005128496323,0.25,1.52,1.6,2.42,2.36,4.82
1130339193895718500,1.87,1.35,0.9,3.53,0.56,3.13
1130362627787334188,2.5,1.42,1.78,1.93,2.9,3.87
1130367934138727058,2.21,1.34,0.88,3.61,0.43,2.67
1132411238146830398,3.45,2.2,1.91,4.25,1.61,1.43
1132418095271972259,3.29,2.01,1.74,4.06,1.55,1.62
1132419809100447121,3.49,2.24,1.95,4.3,1.63,1.38
1132423521723329185,3.3,2.03,1.76,4.08,1.54,1.6
1132425590222475634,0.35,1.59,1.81,1.95,2.77,5.11
1132474544118944556,3.33,2.02,1.79,3.99,1.71,1.67
1132510405409183630,2.65,1.47,1.78,2.17,2.84,3.67
1132513478702688307,3.11,4.35,4.26,4.94,4.34,6.96
1132517918360661569,3.78,2.42,2.26,4.22,2.24,1.55
1132517984513447548,3.78,2.42,2.26,4.22,2.24,1.55
1132518255367066316,3.78,2.42,2.26,4.22,2.24,1.55
1132518685681805280,3.78,2.42,2.26,4.22,2.24,1.55
1132530455479745973,2.81,4.1,4.34,3.17,5.18,7.63
1134777461429840679,1.08,2.01,2.35,1.39,3.43,5.63
1134808233750226936,4.4,3.01,2.9,4.6,2.94,1.66
1134853506095609993,2.78,3.7,4.07,2.0,5.17,7.31
1135236999323403069,2.31,1.06,0.77,3.23,1.15,2.56
1135244424929014397,3.67,2.46,2.7,2.9,3.57,3.69
1135311463183690947,0.94,0.53,0.88,1.92,2.09,4.14
1135329294451000016,2.23,1.45,0.98,3.71,0.3,2.69
1135338692014876409,0.51,1.17,1.17,2.53,1.92,4.37
1132530757965461307,2.2,0.88,0.69,3.0,1.36,2.75
1132533684689207733,1.63,1.23,0.82,3.35,0.81,3.36
1132607435121530226,2.28,3.13,2.91,4.45,2.71,5.29
1132627681279726720,1.76,1.66,2.12,0.62,3.39,5.07
1132636246339118256,1.41,2.8,2.9,2.96,3.51,6.07
1135357558243405460,0.49,1.74,1.78,2.63,2.43,4.96
1135368080727664007,2.65,2.19,1.72,4.4,0.53,2.84
1135373890489610895,3.65,2.48,2.14,4.61,1.56,1.16
1135375085888124087,1.83,1.73,1.33,3.75,0.9,3.54
1135378509709911508,0.23,1.57,1.67,2.37,2.46,4.91
1135381424969808283,1.22,0.83,1.28,1.46,2.54,4.38
1135381639731805917,1.16,1.01,1.45,1.31,2.69,4.58
1135400651461158284,2.93,1.97,1.54,4.23,0.65,2.0
1132640033786298552,1.77,1.66,2.13,0.61,3.39,5.07
1133018872991156287,3.15,1.83,1.61,3.83,1.6,1.83
1133084173254255155,3.25,4.55,4.5,4.94,4.67,7.31
1133085221552132236,3.25,4.55,4.5,4.94,4.67,7.31
