id,dist_to_sagrada_familia_km,dist_to_casa_mila_km,dist_to_casa_batllo_km,dist_to_parc_guell_km,dist_to_la_rambla_km,dist_to_montjuic_km
12943964,3.95,2.62,2.41,4.5,2.22,1.23
12944567,3.32,2.15,1.81,4.3,1.31,1.49
12960189,3.4,2.19,1.87,4.32,1.42,1.43
12960412,2.46,1.47,1.04,3.74,0.55,2.39
12964386,4.12,2.75,2.61,4.45,2.6,1.52
12506292,2.82,1.64,1.3,3.81,1.06,2.0
12514918,0.47,1.8,2.0,2.05,2.9,5.28
13262543,1.19,0.69,1.14,1.59,2.4,4.26
13268414,3.53,2.51,2.1,4.74,1.21,1.44
13270031,3.19,4.34,4.21,5.13,4.16,6.75
13270342,3.12,2.01,1.63,4.21,1.04,1.71
13273167,1.72,2.99,3.23,2.35,4.12,6.53
13277929,2.87,4.08,4.36,2.91,5.29,7.66
12980088,2.61,2.15,1.69,4.36,0.5,2.85
12983983,2.99,3.86,4.25,2.07,5.37,7.47
12985982,1.92,1.81,1.4,3.84,0.88,3.51
12994881,1.39,0.19,0.66,2.09,1.93,3.74
13009615,0.48,0.94,1.16,2.0,2.22,4.46
13013764,1.33,2.7,2.75,3.08,3.29,5.88
13017788,1.56,0.54,0.07,2.79,1.21,3.27
13030499,1.85,0.6,0.33,2.83,1.28,3.04
13030914,4.37,3.02,2.84,4.79,2.67,1.19
13035530,1.33,2.36,2.68,1.54,3.73,5.97
13277953,1.89,0.98,0.51,3.24,0.77,2.94
